2025-10-16 11:14:29.914463,square,purple
2025-10-16 11:15:05.631133,square,red
2025-10-16 11:15:05.632132,triangle,green
2025-10-16 11:15:05.633132,rectangle,blue
2025-10-16 11:15:05.635133,circle,yellow
2025-10-16 11:15:05.636134,square,purple
2025-10-16 11:15:13.257300,square,red
2025-10-16 11:15:13.258300,triangle,green
2025-10-16 11:15:13.260300,rectangle,blue
2025-10-16 11:15:13.261299,circle,yellow
2025-10-16 11:15:13.262301,square,purple
2025-10-16 13:44:25.367030,square,red
2025-10-16 13:44:25.368030,triangle,green
2025-10-16 13:44:25.370030,rectangle,blue
2025-10-16 13:44:25.371030,circle,yellow
2025-10-16 13:44:25.372030,square,purple
2025-11-09 21:12:21.391551,Square,red1
2025-11-09 21:12:21.391551,Triangle,green
2025-11-09 21:12:21.391551,Rectangle,blue
2025-11-09 21:12:21.391551,Circle,yellow
2025-11-09 21:12:21.391551,Square,purple
2025-11-09 21:12:22.491006,Square,red1
2025-11-09 21:12:22.491006,Triangle,green
2025-11-09 21:12:22.491006,Rectangle,blue
2025-11-09 21:12:22.491006,Circle,yellow
2025-11-09 21:12:22.491006,Square,purple
2025-11-09 21:12:22.690387,Rectangle,red1
2025-11-09 21:12:22.690387,Triangle,green
2025-11-09 21:12:22.690387,Rectangle,blue
2025-11-09 21:12:22.690387,Circle,yellow
2025-11-09 21:12:22.690387,Square,purple
2025-11-09 21:12:22.826263,Rectangle,blue
2025-11-09 21:12:22.826263,Triangle,yellow
2025-11-11 11:19:08.767776,Square,red1
2025-11-11 11:19:08.767776,Triangle,green
2025-11-11 11:19:08.767776,Rectangle,blue
2025-11-11 11:19:08.767776,Circle,yellow
2025-11-11 11:19:08.767776,Square,purple
2025-11-11 11:19:16.826361,Square,red1
2025-11-11 11:19:16.826361,Triangle,green
2025-11-11 11:19:16.826361,Rectangle,blue
2025-11-11 11:19:16.826361,Circle,yellow
2025-11-11 11:19:16.826361,Square,purple
2025-11-11 11:19:18.655546,Rectangle,red1
2025-11-11 11:19:18.655546,Triangle,green
2025-11-11 11:19:18.655546,Rectangle,blue
2025-11-11 11:19:18.655546,Circle,yellow
2025-11-11 11:19:18.655546,Square,purple
2025-11-11 11:19:19.825747,Rectangle,blue
2025-11-11 11:19:19.825747,Triangle,yellow
2025-11-11 11:19:28.693119,Square,red1
2025-11-11 11:19:28.693119,Triangle,green
2025-11-11 11:19:28.693119,Rectangle,blue
2025-11-11 11:19:28.693119,Circle,yellow
2025-11-11 11:19:28.693119,Square,purple
2025-11-11 11:19:31.056421,Square,red1
2025-11-11 11:19:31.056421,Triangle,green
2025-11-11 11:19:31.056421,Rectangle,blue
2025-11-11 11:19:31.056421,Circle,yellow
2025-11-11 11:19:31.056421,Square,purple
2025-11-11 11:19:33.227284,Rectangle,red1
2025-11-11 11:19:33.227284,Triangle,green
2025-11-11 11:19:33.227284,Rectangle,blue
2025-11-11 11:19:33.227284,Circle,yellow
2025-11-11 11:19:33.227284,Square,purple
2025-11-11 11:19:34.883473,Rectangle,blue
2025-11-11 11:19:34.883473,Triangle,yellow
2025-11-11 11:29:12.602553,Square,red1
2025-11-11 11:29:12.602553,Triangle,green
2025-11-11 11:29:12.602553,Rectangle,blue
2025-11-11 11:29:12.602553,Circle,yellow
2025-11-11 11:29:12.602553,Square,purple
2025-11-11 11:29:14.857570,Square,red1
2025-11-11 11:29:14.857570,Triangle,green
2025-11-11 11:29:14.857570,Rectangle,blue
2025-11-11 11:29:14.857570,Circle,yellow
2025-11-11 11:29:14.857570,Square,purple
2025-11-11 11:29:15.317285,Rectangle,red1
2025-11-11 11:29:15.317285,Triangle,green
2025-11-11 11:29:15.317285,Rectangle,blue
2025-11-11 11:29:15.317285,Circle,yellow
2025-11-11 11:29:15.317285,Square,purple
2025-11-11 11:29:15.618308,Rectangle,blue
2025-11-11 11:29:15.618308,Triangle,yellow
2025-11-11 11:29:17.158476,Square,red1
2025-11-11 11:29:17.158476,Triangle,green
2025-11-11 11:29:17.158476,Rectangle,blue
2025-11-11 11:29:17.158476,Circle,yellow
2025-11-11 11:29:17.158476,Square,purple
2025-11-11 11:29:18.110602,Square,red1
2025-11-11 11:29:18.110602,Triangle,green
2025-11-11 11:29:18.110602,Rectangle,blue
2025-11-11 11:29:18.110602,Circle,yellow
2025-11-11 11:29:18.110602,Square,purple
2025-11-11 11:29:18.720466,Rectangle,red1
2025-11-11 11:29:18.720466,Triangle,green
2025-11-11 11:29:18.720466,Rectangle,blue
2025-11-11 11:29:18.720466,Circle,yellow
2025-11-11 11:29:18.720466,Square,purple
2025-11-11 11:29:18.951982,Rectangle,blue
2025-11-11 11:29:18.951982,Triangle,yellow
2025-11-11 11:29:21.216221,Square,red1
2025-11-11 11:29:21.216221,Triangle,green
2025-11-11 11:29:21.216221,Rectangle,blue
2025-11-11 11:29:21.216221,Circle,yellow
2025-11-11 11:29:21.216221,Square,purple
2025-11-11 11:29:22.185427,Square,red1
2025-11-11 11:29:22.185427,Triangle,green
2025-11-11 11:29:22.185427,Rectangle,blue
2025-11-11 11:29:22.185427,Circle,yellow
2025-11-11 11:29:22.185427,Square,purple
2025-11-11 11:29:22.400428,Rectangle,red1
2025-11-11 11:29:22.400428,Triangle,green
2025-11-11 11:29:22.400428,Rectangle,blue
2025-11-11 11:29:22.400428,Circle,yellow
2025-11-11 11:29:22.400428,Square,purple
2025-11-11 11:29:22.576427,Rectangle,blue
2025-11-11 11:29:22.576427,Triangle,yellow
2025-11-11 11:29:23.028373,Square,red1
2025-11-11 11:29:23.028373,Triangle,green
2025-11-11 11:29:23.028373,Rectangle,blue
2025-11-11 11:29:23.028373,Circle,yellow
2025-11-11 11:29:23.028373,Square,purple
2025-11-11 11:29:23.426043,Square,red1
2025-11-11 11:29:23.426043,Triangle,green
2025-11-11 11:29:23.426043,Rectangle,blue
2025-11-11 11:29:23.426043,Circle,yellow
2025-11-11 11:29:23.426043,Square,purple
2025-11-11 11:29:23.779046,Rectangle,red1
2025-11-11 11:29:23.779046,Triangle,green
2025-11-11 11:29:23.779046,Rectangle,blue
2025-11-11 11:29:23.779046,Circle,yellow
2025-11-11 11:29:23.779046,Square,purple
2025-11-11 11:30:27.103656,Square,red1
2025-11-11 11:30:27.103656,Triangle,green
2025-11-11 11:30:27.103656,Rectangle,blue
2025-11-11 11:30:27.103656,Circle,yellow
2025-11-11 11:30:27.103656,Square,purple
2025-11-11 11:30:59.630738,Rectangle,red1
2025-11-11 11:30:59.630738,Rectangle,red1
2025-11-11 11:30:59.630738,Rectangle,green
2025-11-11 11:30:59.630738,Triangle,green
2025-11-11 11:30:59.630738,Circle,green
2025-11-11 11:30:59.630738,Rectangle,green
2025-11-11 11:30:59.630738,Circle,blue
2025-11-11 11:30:59.630738,Rectangle,yellow
2025-11-11 11:31:15.595936,Rectangle,red1
2025-11-11 11:31:15.595936,Triangle,red1
2025-11-11 11:31:15.595936,Circle,red1
2025-11-11 11:31:15.595936,Rectangle,red1
2025-11-11 11:31:15.595936,Rectangle,red2
2025-11-11 11:31:15.595936,Rectangle,green
2025-11-11 11:31:15.595936,Circle,green
2025-11-11 11:31:15.595936,Circle,green
2025-11-11 11:31:15.595936,Triangle,green
2025-11-11 11:31:15.595936,Circle,blue
2025-11-11 11:31:16.742912,Triangle,red1
2025-11-11 11:31:16.742912,Square,red1
2025-11-11 11:31:16.742912,Rectangle,red1
2025-11-11 11:31:16.742912,Square,red2
2025-11-11 11:31:16.742912,Triangle,red2
2025-11-11 11:31:16.742912,Triangle,green
2025-11-11 11:31:16.742912,Circle,blue
2025-11-11 11:31:17.120720,Triangle,red1
2025-11-11 11:31:17.120720,Square,red2
2025-11-11 11:31:17.120720,Circle,green
2025-11-11 11:31:17.120720,Circle,green
2025-11-11 11:31:17.120720,Circle,blue
2025-11-11 11:31:17.281097,Square,red2
2025-11-11 11:31:17.281097,Triangle,red2
2025-11-11 11:31:17.281097,Triangle,green
2025-11-11 11:31:17.281097,Circle,green
2025-11-11 11:31:17.281097,Circle,blue
2025-11-11 11:31:17.451573,Square,red2
2025-11-11 11:31:17.451573,Triangle,red2
2025-11-11 11:31:17.451573,Circle,green
2025-11-11 11:31:17.451573,Circle,green
2025-11-11 11:31:17.451573,Circle,blue
2025-11-11 11:31:17.624008,Circle,red1
2025-11-11 11:31:17.624008,Circle,red1
2025-11-11 11:31:17.624008,Triangle,red1
2025-11-11 11:31:17.624008,Square,red2
2025-11-11 11:31:17.624008,Circle,green
2025-11-11 11:31:17.624008,Circle,green
2025-11-11 11:31:17.624008,Circle,blue
2025-11-11 11:31:17.788569,Rectangle,red1
2025-11-11 11:31:17.788569,Circle,red1
2025-11-11 11:31:17.788569,Circle,red1
2025-11-11 11:31:17.788569,Triangle,red1
2025-11-11 11:31:17.788569,Triangle,red1
2025-11-11 11:31:17.788569,Square,red2
2025-11-11 11:31:17.788569,Circle,green
2025-11-11 11:31:17.788569,Square,green
2025-11-11 11:31:17.788569,Circle,blue
2025-11-11 11:31:17.933904,Rectangle,red1
2025-11-11 11:31:17.933904,Square,red2
2025-11-11 11:31:17.933904,Circle,blue
2025-11-11 11:31:18.068218,Circle,red1
2025-11-11 11:31:18.068218,Square,red2
2025-11-11 11:31:18.068218,Rectangle,green
2025-11-11 11:31:18.068218,Rectangle,green
2025-11-11 11:31:18.068218,Circle,blue
2025-11-11 11:31:18.201591,Circle,red1
2025-11-11 11:31:18.201591,Circle,red1
2025-11-11 11:31:18.201591,Triangle,red1
2025-11-11 11:31:18.201591,Square,red2
2025-11-11 11:31:18.201591,Rectangle,green
2025-11-11 11:31:18.201591,Circle,green
2025-11-11 11:31:18.201591,Triangle,green
2025-11-11 11:31:18.201591,Circle,blue
2025-11-11 11:31:18.343009,Rectangle,red1
2025-11-11 11:31:18.343009,Square,red1
2025-11-11 11:31:18.343009,Square,red2
2025-11-11 11:31:18.343009,Rectangle,green
2025-11-11 11:31:18.343009,Triangle,green
2025-11-11 11:31:18.343009,Circle,blue
2025-11-11 11:31:18.511529,Circle,red1
2025-11-11 11:31:18.511529,Triangle,red1
2025-11-11 11:31:18.511529,Rectangle,red2
2025-11-11 11:31:18.511529,Rectangle,green
2025-11-11 11:31:18.511529,Rectangle,green
2025-11-11 11:31:18.511529,Circle,blue
2025-11-11 11:31:19.137438,Triangle,red1
2025-11-11 11:31:19.137438,Square,red2
2025-11-11 11:31:19.137438,Triangle,green
2025-11-11 11:31:19.137438,Circle,green
2025-11-11 11:31:19.137438,Rectangle,green
2025-11-11 11:31:19.137438,Circle,blue
2025-11-11 11:31:19.540772,Circle,red1
2025-11-11 11:31:19.540772,Triangle,red1
2025-11-11 11:31:19.540772,Triangle,red1
2025-11-11 11:31:19.540772,Square,red2
2025-11-11 11:31:19.540772,Circle,green
2025-11-11 11:31:19.540772,Rectangle,green
2025-11-11 11:31:19.540772,Square,green
2025-11-11 11:31:19.540772,Circle,blue
2025-11-11 11:31:19.726394,Rectangle,red1
2025-11-11 11:31:19.726394,Circle,red1
2025-11-11 11:31:19.726394,Circle,red1
2025-11-11 11:31:19.726394,Circle,red1
2025-11-11 11:31:19.726394,Triangle,red1
2025-11-11 11:31:19.726394,Triangle,red1
2025-11-11 11:31:19.726394,Square,red2
2025-11-11 11:31:19.726394,Rectangle,green
2025-11-11 11:31:19.726394,Rectangle,green
2025-11-11 11:31:19.726394,Circle,blue
2025-11-11 11:31:19.895046,Circle,red1
2025-11-11 11:31:19.895046,Triangle,red1
2025-11-11 11:31:19.895046,Square,red2
2025-11-11 11:31:19.895046,Rectangle,green
2025-11-11 11:31:19.895046,Triangle,green
2025-11-11 11:31:19.895046,Circle,green
2025-11-11 11:31:19.895046,Circle,blue
2025-11-11 11:31:20.066129,Circle,red1
2025-11-11 11:31:20.066129,Triangle,red1
2025-11-11 11:31:20.066129,Square,red2
2025-11-11 11:31:20.066129,Rectangle,green
2025-11-11 11:31:20.066129,Circle,green
2025-11-11 11:31:20.066129,Circle,blue
2025-11-11 11:31:20.237736,Triangle,red1
2025-11-11 11:31:20.237736,Square,red2
2025-11-11 11:31:20.237736,Rectangle,green
2025-11-11 11:31:20.237736,Circle,blue
2025-11-11 11:31:20.383105,Square,red2
2025-11-11 11:31:20.383105,Rectangle,green
2025-11-11 11:31:20.383105,Square,green
2025-11-11 11:31:20.383105,Circle,blue
2025-11-11 11:31:20.545593,Circle,red1
2025-11-11 11:31:20.545593,Triangle,red1
2025-11-11 11:31:20.545593,Triangle,red1
2025-11-11 11:31:20.545593,Rectangle,green
2025-11-11 11:31:20.545593,Triangle,green
2025-11-11 11:31:20.545593,Circle,blue
2025-11-11 11:31:20.697113,Square,red1
